Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2019,5,UT,15444,Provo City Corp,Preliminary,AC,2.977,0.377,0.000,.,3.354,484,14,0,.,498,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,248.133,15.675,.,.,263.808,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.977,0.377,NM,0.000,3.354,484,14,0,0,498,248.133,15.675,0.000,0.000,263.808
2019,5,UT,17845,City of Springville - (UT),Preliminary,AC,0.846,0.500,.,.,1.346,150,2,.,.,152,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,.,.,.,0.005,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.851,0.500,NM,0.000,1.351,152,2,0,0,154,0.000,0.000,0.000,0.000,0.000
2019,5,UT,17874,City of St George,Preliminary,DC,1.700,1.290,0.000,0.000,2.990,246,28,0,0,274,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.700,1.290,NM,0.000,2.990,246,28,0,0,274,0.000,0.000,0.000,0.000,0.000
2019,5,UT,18206,Strawberry Electric Serv Dist,Preliminary,AC,0.445,.,.,.,0.445,79,.,.,.,79,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,31.418,.,.,.,31.418,0.070,.,.,.,0.070,14,.,.,.,14,0.264,.,.,.,0.264,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.515,NM,NM,0.000,0.515,93,0,0,0,93,31.682,0.000,0.000,0.000,31.682
2019,5,UT,99999,Adjustment 2019,Preliminary,,-30.281,-7.596,-1.029,0.000,-38.906,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-30.281,-7.596,-1.029,0.000,-38.906,.,.,.,.,.,.,.,.,.,.
2019,5,VA,84,A & N Electric Coop,Preliminary,AC,0.307,0.177,.,.,0.484,52,9,.,.,61,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,.,.,.,0.014,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.321,0.177,NM,0.000,0.498,58,9,0,0,67,0.000,0.000,0.000,0.000,0.000
2019,5,VA,733,Appalachian Power Co,Preliminary,AC,6.197,2.826,0.048,0.000,9.071,991,63,1,0,"1,055",0.397,0.015,0.000,0.000,0.412,69,3,0,0,72,0.000,0.518,0.390,0.000,0.908,0,2,1,0,3,494.316,196.801,0.400,0.000,691.517,0.074,0.030,0.000,0.000,0.104,19,5,0,0,24,2.594,1.051,0.000,0.000,3.645,0.012,1.128,0.000,0.000,1.140,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000,6.283,4.502,0.438,0.000,11.223,"1,011",71,2,0,"1,084",496.910,197.852,0.400,0.000,695.162
2019,5,VA,10171,Kentucky Utilities Co,Preliminary,DC,0.033,0.012,0.000,0.000,0.045,5,1,0,0,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.349,0.000,0.000,0.000,0.349,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.033,0.012,NM,0.000,0.045,5,1,0,0,6,0.349,0.000,0.000,0.000,0.349
2019,5,VA,17066,Shenandoah Valley Elec Coop,Preliminary,AC,3.235,2.671,0.349,.,6.255,445,41,4,.,490,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.031,.,.,.,0.031,8,.,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.266,2.671,0.349,0.000,6.286,453,41,4,0,498,0.000,0.000,0.000,0.000,0.000
2019,5,VA,19876,Virginia Electric & Power Co,Preliminary,AC,28.747,16.841,0.085,0.000,45.673,"4,762",337,2,0,"5,101",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.088,0.072,.,.,0.160,24,9,.,.,33,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,28.835,16.913,0.085,0.000,45.833,"4,786",346,2,0,"5,134",0.000,0.000,0.000,0.000,0.000
2019,5,VA,19882,Virginia Tech Electric Service,Preliminary,AC,0.184,0.108,0.000,0.000,0.292,42,4,0,0,46,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.184,0.108,NM,0.000,0.292,42,4,0,0,46,0.000,0.000,0.000,0.000,0.000
2019,5,VA,40228,Rappahannock Electric Coop,Preliminary,AC,4.985,1.910,.,.,6.895,667,36,.,.,703,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.032,.,.,.,0.032,7,.,.,.,7,.,.,.,.,0.000,.,0.839,.,.,0.839,.,1,.,.,1,.,.,.,.,0.000,5.017,2.749,NM,0.000,7.766,674,37,0,0,711,0.000,0.000,0.000,0.000,0.000
2019,5,VA,99999,Adjustment 2019,Preliminary,,8.712,2.812,0.036,0.000,11.560,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.712,2.812,0.036,0.000,11.560,.,.,.,.,.,.,.,.,.,.
2019,5,VT,2548,City of Burlington Electric - (VT),Preliminary,AC,1.019,0.379,0.038,0.000,1.436,206,17,1,0,224,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.122,1.577,0.000,0.000,1.699,68,68,0,0,136,82.452,208.151,0.000,0.000,290.603,0.000,0.010,0.000,0.000,0.010,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.141,1.966,0.038,0.000,3.145,274,86,1,0,361,82.452,208.151,0.000,0.000,290.603
2019,5,VT,7601,Green Mountain Power Corp,Preliminary,AC,51.840,33.327,0.197,0.000,85.364,"5,554",423,4,0,"5,981",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.192,.,.,.,0.192,14,.,.,.,14,.,.,.,.,0.000,0.916,0.220,.,.,1.136,55,2,.,.,57,.,.,.,.,0.000,52.948,33.547,0.197,0.000,86.692,"5,623",425,4,0,"6,052",0.000,0.000,0.000,0.000,0.000
2019,5,VT,19791,"Vermont Electric Cooperative, Inc",Preliminary,AC,9.162,6.461,0.000,0.000,15.623,"1,283",65,0,0,"1,348",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.191,0.088,0.000,0.000,0.279,30,6,0,0,36,.,.,.,.,0.000,0.009,0.282,0.000,0.000,0.291,1,2,0,0,3,.,.,.,.,0.000,9.362,6.831,NM,0.000,16.193,"1,314",73,0,0,"1,387",0.000,0.000,0.000,0.000,0.000
2019,5,VT,99999,Adjustment 2019,Preliminary,,6.917,3.340,1.358,.,11.615,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.917,3.340,1.358,.,11.615,.,.,.,.,.,.,.,.,.,.
2019,5,WA,3660,PUD No 1 of Clark County - (WA),Preliminary,AC,7.462,0.586,.,.,8.048,"1,165",23,.,.,"1,188",0.180,.,.,.,0.180,23,.,.,.,23,0.280,0.021,.,.,0.301,643,1,.,.,644,714.840,47.740,.,.,762.580,0.068,0.002,.,.,0.070,4,1,.,.,5,0.860,.,.,.,0.860,0.016,.,.,.,0.016,1,.,.,.,1,0.240,.,.,.,0.240,7.826,0.609,NM,0.000,8.435,"1,813",25,0,0,"1,838",715.940,47.740,0.000,0.000,763.680
2019,5,WA,14354,PacifiCorp,Preliminary,DC,10.633,3.351,0.186,0.000,14.170,"1,068",117,8,0,"1,193",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.000,0.000,0.000,0.030,4,0,0,0,4,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,10.663,3.351,0.186,0.000,14.200,"1,072",117,8,0,"1,197",0.000,0.000,0.000,0.000,0.000
2019,5,WA,15500,Puget Sound Energy Inc,Preliminary,DC,60.061,8.977,0.188,0.000,69.226,"8,031",419,4,0,"8,454",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.071,0.009,0.000,0.000,0.080,25,4,0,0,29,0.000,0.000,0.000,0.000,0.000,0.104,0.139,0.000,0.000,0.243,16,6,0,0,22,0.000,0.000,0.000,0.000,0.000,60.236,9.125,0.188,0.000,69.549,"8,072",429,4,0,"8,505",0.000,0.000,0.000,0.000,0.000
2019,5,WA,16868,City of Seattle - (WA),Preliminary,AC,22.036,4.929,.,.,26.965,"3,579",294,.,.,"3,873",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,22.036,4.929,NM,0.000,26.965,"3,579",294,0,0,"3,873",0.000,0.000,0.000,0.000,0.000
2019,5,WA,17470,PUD 1 of Snohomish County,Preliminary,DC,13.562,2.200,.,.,15.762,"1,829",108,.,.,"1,937",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,.,.,.,0.010,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,13.572,2.200,NM,0.000,15.772,"1,833",108,0,0,"1,941",0.000,0.000,0.000,0.000,0.000
2019,5,WA,18429,City of Tacoma - (WA),Preliminary,AC,4.300,0.130,.,.,4.430,"1,632",11,.,.,"1,643",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,524.000,15.200,.,.,539.200,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.300,0.130,NM,0.000,4.430,"1,632",11,0,0,"1,643",524.000,15.200,0.000,0.000,539.200
2019,5,WA,20169,Avista Corp,Preliminary,AC,5.771,1.269,0.000,0.000,7.040,827,75,.,.,902,.,.,.,.,0.000,.,.,.,.,0,0.393,0.030,0.000,0.000,0.423,626,16,0,0,642,0.065,0.005,.,.,0.070,0.087,0.020,.,.,0.107,15,1,.,.,16,.,.,.,.,0.000,0.071,0.017,.,.,0.088,10,1,.,.,11,.,.,.,.,0.000,6.322,1.336,NM,0.000,7.658,"1,478",93,0,0,"1,571",0.065,0.005,0.000,0.000,0.070
2019,5,WA,99999,Adjustment 2019,Preliminary,,8.184,-0.175,-0.058,0.000,7.951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.184,-0.175,-0.058,0.000,7.951,.,.,.,.,.,.,.,.,.,.
2019,5,WI,4715,Dahlberg Light & Power Co,Preliminary,AC,0.144,.,.,.,0.144,23,.,.,.,23,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,4.740,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.144,NM,NM,0.000,0.144,23,0,0,0,23,4.740,0.000,0.000,0.000,4.740
2019,5,WI,5574,East Central Energy,Preliminary,AC,0.071,0.000,0.000,0.000,0.071,11,0,0,0,11,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.862,0.000,0.000,0.000,1.862,0.023,0.000,0.000,0.000,0.023,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.094,NM,NM,0.000,0.094,14,0,0,0,14,1.862,0.000,0.000,0.000,1.862
2019,5,WI,11479,Madison Gas & Electric Co,Preliminary,AC,1.863,8.545,.,.,10.408,396,161,.,.,557,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,131.299,235.388,.,.,366.687,0.040,0.020,.,.,0.060,4,1,.,.,5,0.780,.,.,.,0.780,.,0.500,.,.,0.500,.,1,.,.,1,.,.,.,.,0.000,1.903,9.065,NM,0.000,10.968,400,163,0,0,563,132.079,235.388,0.000,0.000,367.467
2019,5,WI,13697,North Central Power Co Inc,Preliminary,AC,0.210,.,.,.,0.210,17,.,.,.,17,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,7.438,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.210,NM,NM,0.000,0.210,17,0,0,0,17,7.438,0.000,0.000,0.000,7.438
2019,5,WI,13815,Northwestern Wisconsin Elec Co,Preliminary,AC,0.244,0.074,0.000,0.000,0.318,37,8,0,0,45,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,18.273,4.984,0.000,0.000,23.257,0.020,0.040,0.000,0.000,0.060,1,2,0,0,3,0.665,0.000,0.000,0.000,0.665,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.264,0.114,NM,0.000,0.378,38,10,0,0,48,18.938,4.984,0.000,0.000,23.922
2019,5,WI,20847,Wisconsin Electric Power Co,Preliminary,DC,6.835,2.879,8.979,.,18.693,"1,128",190,50,.,"1,368",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.437,0.937,0.020,.,1.394,32,34,1,.,67,.,.,.,.,0.000,.,0.025,.,.,0.025,.,3,.,.,3,.,.,.,.,0.000,7.272,3.841,8.999,0.000,20.112,"1,160",227,51,0,"1,438",0.000,0.000,0.000,0.000,0.000
2019,5,WI,20856,Wisconsin Power & Light Co,Preliminary,AC,5.073,2.509,0.037,.,7.619,835,239,5,.,"1,079",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.269,0.183,.,.,0.452,32,19,.,.,51,.,.,.,.,0.000,0.020,0.249,.,.,0.269,1,14,.,.,15,.,.,.,.,0.000,5.362,2.941,0.037,0.000,8.340,868,272,5,0,"1,145",0.000,0.000,0.000,0.000,0.000
2019,5,WI,20860,Wisconsin Public Service Corp,Preliminary,DC,3.624,5.355,.,.,8.979,618,209,.,.,827,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.441,0.511,.,.,0.952,39,15,.,.,54,.,.,.,.,0.000,0.010,0.031,.,.,0.041,1,3,.,.,4,.,.,.,.,0.000,4.075,5.897,NM,0.000,9.972,658,227,0,0,885,0.000,0.000,0.000,0.000,0.000
2019,5,WI,99999,Adjustment 2019,Preliminary,,8.630,2.193,-0.781,.,10.042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.630,2.193,-0.781,.,10.042,.,.,.,.,.,.,.,.,.,.
2019,5,WV,733,Appalachian Power Co,Preliminary,AC,0.915,0.377,0.005,0.000,1.297,146,28,1,0,175,0.085,0.000,0.000,0.000,0.085,12,0,0,0,12,0.010,0.019,0.000,0.000,0.029,2,2,0,0,4,76.911,12.012,0.320,0.000,89.243,0.025,0.010,0.000,0.000,0.035,6,2,0,0,8,0.098,0.000,0.000,0.000,0.098,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.950,0.406,0.005,0.000,1.361,154,32,1,0,187,77.009,12.012,0.320,0.000,89.341
2019,5,WV,12796,Monongahela Power Co,Preliminary,AC,1.413,0.828,0.000,0.000,2.241,227,39,0,0,266,0.010,0.034,0.000,0.000,0.044,1,1,0,0,2,0.034,0.034,0.000,0.000,0.068,3,3,0,0,6,0.000,0.000,0.000,0.000,0.000,0.034,0.001,0.000,0.000,0.035,11,1,0,0,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.481,0.863,NM,0.000,2.344,241,43,0,0,284,0.000,0.000,0.000,0.000,0.000
2019,5,WV,15263,The Potomac Edison Company,Preliminary,AC,2.758,0.978,0.053,0.000,3.789,375,36,1,0,412,0.154,0.000,0.000,0.000,0.154,11,0,0,0,11,0.056,0.005,0.000,0.000,0.061,5,1,0,0,6,0.000,0.000,0.000,0.000,0.000,0.016,0.005,0.000,0.000,0.021,7,2,0,0,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.830,0.988,0.053,0.000,3.871,387,39,1,0,427,0.000,0.000,0.000,0.000,0.000
2019,5,WV,20521,Wheeling Power Co,Preliminary,AC,0.262,0.023,0.000,0.000,0.285,27,2,0,0,29,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,0.000,0.015,0.000,0.000,0.015,0,1,0,0,1,20.633,2.482,0.000,0.000,23.115,0.015,0.000,0.000,0.000,0.015,3,0,0,0,3,0.261,0.000,0.000,0.000,0.261,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.277,0.038,NM,0.000,0.315,30,3,0,0,33,20.894,2.482,0.000,0.000,23.376
2019,5,WV,99999,Adjustment 2019,Preliminary,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,5,WY,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,Preliminary,AC,1.200,0.076,.,.,1.276,217,7,.,.,224,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.266,0.044,.,.,0.310,106,3,.,.,109,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.466,0.120,NM,0.000,1.586,323,10,0,0,333,0.000,0.000,0.000,0.000,0.000
2019,5,WY,7222,City of Gillette - (WY),Preliminary,AC,0.026,0.000,0.000,0.000,0.026,4,0,0,0,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.026,NM,NM,0.000,0.026,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2019,5,WY,8566,High Plains Power Inc,Preliminary,AC,0.271,0.046,.,.,0.317,41,4,.,.,45,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.019,0.025,.,.,0.044,4,6,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.290,0.071,NM,0.000,0.361,45,10,0,0,55,0.000,0.000,0.000,0.000,0.000
2019,5,WY,11273,Lower Valley Energy Inc,Preliminary,AC,0.395,0.401,0.213,.,1.009,73,17,7,.,97,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.025,.,.,0.025,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.395,0.426,0.213,0.000,1.034,73,19,7,0,99,0.000,0.000,0.000,0.000,0.000
2019,5,WY,12199,Montana-Dakota Utilities Co,Preliminary,AC,0.165,0.037,.,.,0.202,35,4,.,.,39,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,0.240,.,.,0.240,.,1,.,.,1,.,.,.,.,0.000,0.167,0.277,NM,0.000,0.444,36,5,0,0,41,0.000,0.000,0.000,0.000,0.000
2019,5,WY,14354,PacifiCorp,Preliminary,DC,1.017,0.620,0.025,0.000,1.662,195,51,1,0,247,0.006,0.007,0.000,0.000,0.013,1,1,0,0,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.177,0.101,0.000,0.000,0.278,51,14,0,0,65,.,.,.,.,0.000,0.034,0.021,0.000,0.000,0.055,8,3,0,0,11,.,.,.,.,0.000,1.228,0.742,0.025,0.000,1.995,254,68,1,0,323,0.000,0.000,0.000,0.000,0.000
2019,5,WY,19156,Powder River Energy Corp,Preliminary,AC,0.208,0.062,.,.,0.270,28,3,.,.,31,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,0.010,.,.,0.038,9,1,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.236,0.072,NM,0.000,0.308,37,4,0,0,41,0.000,0.000,0.000,0.000,0.000
2019,5,WY,27058,"High West Energy, Inc",Preliminary,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.188,.,0.004,.,0.192,94,.,1,.,95,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.188,NM,0.004,0.000,0.192,94,0,1,0,95,0.000,0.000,0.000,0.000,0.000
2019,5,WY,99999,Adjustment 2019,Preliminary,,0.344,0.055,-0.004,0.000,0.394,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.344,0.055,-0.004,0.000,0.394,.,.,.,.,.,.,.,.,.,.
2019,6,AK,219,Alaska Power and Telephone Co,Preliminary,AC,0.012,0.021,.,.,0.033,3,2,.,.,5,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.502,0.880,.,.,1.382,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,.,.,.,0.005,1,.,.,.,1,0.000,.,.,.,0.000,0.017,0.021,NM,0.000,0.038,4,2,0,0,6,0.502,0.880,0.000,0.000,1.382
2019,6,AK,599,Anchorage Municipal Light and Power,Preliminary,AC,0.257,0.211,.,.,0.468,75,16,.,.,91,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,6.177,4.360,.,.,10.537,.,0.002,.,.,0.002,.,1,.,.,1,.,0.032,.,.,0.032,.,.,.,.,0.000,.,.,.,.,0,.,0.000,.,.,0.000,0.257,0.213,NM,0.000,0.470,75,17,0,0,92,6.177,4.392,0.000,0.000,10.569
2019,6,AK,3522,Chugach Electric Assn Inc,Preliminary,AC,0.507,0.205,.,.,0.712,156,31,.,.,187,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.008,.,.,0.008,.,3,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.507,0.213,NM,0.000,0.720,156,34,0,0,190,0.000,0.000,0.000,0.000,0.000
2019,6,AK,7353,Golden Valley Elec Assn Inc,Preliminary,AC,0.816,0.268,0.043,.,1.127,194,25,4,.,223,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,19.704,5.512,0.000,.,25.216,0.013,0.012,0.000,.,0.025,4,2,0,.,6,0.000,0.000,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.829,0.280,0.043,0.000,1.152,198,27,4,0,229,19.704,5.512,0.000,0.000,25.216
2019,6,AK,11824,Matanuska Electric Assn Inc,Preliminary,AC,0.525,0.083,.,.,0.608,119,10,.,.,129,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.054,0.016,.,.,0.070,17,3,.,.,20,.,.,.,.,0.000,0.048,0.004,.,.,0.052,7,1,.,.,8,.,.,.,.,0.000,0.627,0.103,NM,0.000,0.730,143,14,0,0,157,0.000,0.000,0.000,0.000,0.000
2019,6,AK,19558,Homer Electric Assn Inc,Preliminary,DC,0.488,0.081,.,.,0.569,119,12,.,.,131,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,31.197,1.665,.,.,32.862,0.102,0.015,.,.,0.117,30,4,.,.,34,2.129,0.026,.,.,2.155,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.590,0.096,NM,0.000,0.686,149,16,0,0,165,33.326,1.691,0.000,0.000,35.017
2019,6,AK,99999,Adjustment 2019,Preliminary,,-0.053,0.015,.,.,-0.038,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.053,0.015,.,.,-0.038,.,.,.,.,.,.,.,.,.,.
