YEAR,MONTH,STATE,UTILITY CODE,UTILITY NAME, RESIDENTIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  PHOTOVOLTAIC ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , TOTAL PHOTOVOLTAIC INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , COMMERCIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , INDUSTRIAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , TRANSPORTATION PHOTOVOLTAIC NET METERING CUSTOMER COUNT , TOTAL PHOTOVOLTAIC NET METERING CUSTOMER COUNT , RESIDENTIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  WIND ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  WIND ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL WIND INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL WIND INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  WIND INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION WIND INSTALLED NET METERING CAPACITY (MW) , TOTAL WIND INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL WIND NET METERING CUSTOMER COUNT , COMMERCIAL WIND NET METERING CUSTOMER COUNT , INDUSTRIAL WIND NET METERING CUSTOMER COUNT , TRANSPORTATION WIND NET METERING CUSTOMER COUNT , TOTAL WIND NET METERING CUSTOMER COUNT , RESIDENTIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , COMMERCIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  OTHER ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL OTHER INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL OTHER INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  OTHER INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION OTHER INSTALLED NET METERING CAPACITY (MW) , TOTAL OTHER INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL OTHER NET METERING CUSTOMER COUNT , COMMERCIAL OTHER NET METERING CUSTOMER COUNT , INDUSTRIAL OTHER NET METERING CUSTOMER COUNT , TRANSPORTATION OTHER NET METERING CUSTOMER COUNT , TOTAL OTHER NET METERING CUSTOMER COUNT , RESIDENTIAL  TOTAL ENERGY SOLD BACK TO THE UTILITY (MWh) , COMMERCIAL  TOTAL  ELECTRIC ENERGY SOLD BACK (MWh) , INDUSTRIAL  TOTAL  ELECTRIC ENERGY SOLD BACK (MWh) , TRANSPORTATION  TOTAL  ELECTRIC ENERGY SOLD BACK (MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK (MWh) , RESIDENTIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , COMMERCIAL TOTAL  INSTALLED NET METERING CAPACITY (MW) , INDUSTRIAL  TOTAL  INSTALLED NET METERING CAPACITY (MW) , TRANSPORTATION TOTAL  INSTALLED NET METERING CAPACITY (MW) , TOTAL  INSTALLED NET METERING CAPACITY (MW) , RESIDENTIAL TOTAL  NET METERING CUSTOMER COUNT , COMMERCIAL TOTAL  NET METERING CUSTOMER COUNT , INDUSTRIAL TOTAL  NET METERING CUSTOMER COUNT , TRANSPORTATION TOTAL  NET METERING CUSTOMER COUNT , TOTAL NET METERING CUSTOMER COUNT , RESIDENTIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , COMMERCIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , INDUSTRIAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TRANSPORTATION  ELECTRIC ENERGY SOLD BACK TO THE UTILITY FOR ALL STATES SERVED(MWh) , TOTAL  ELECTRIC ENERGY SOLD BACK TO THE UTILITYFOR ALL STATES SERVED(MWh) , RESIDENTIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , COMMERCIAL INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INDUSTRIAL  INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , TRANSPORTATION INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , INSTALLED NET METERING CAPACITY FOR ALL STATES SERVED(MW) , RESIDENTIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , COMMERCIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , INDUSTRIAL NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , TRANSPORTATION NET METERING CUSTOMER COUNT FOR ALL STATES SERVED , NET METERING CUSTOMER COUNT FOR ALL STATES SERVED ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,KY,20130,Warren Rural Elec Coop Corp, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,KY,22053,Kentucky Power Co,,,,, -   , 0.00 , 0.00 , -   , -   , -   , 1 , 1 , -   , -   , 2 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.003,0.001,0,0,0.004, 1 , 1 , -   , -   , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,KY,49998,City of Berea Municipal Utility, 0.99 , 5.37 , -   , -   , 6.37 , 0.01 , 0.07 , -   , -   , 0.09 , 6 , 4 , -   , -   , 10 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0.994,5.374,0,0,6.368,0.013,0.072,0,0,0.085, 6 , 4 , -   , -   , 10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,LA,11241,Entergy Louisiana Inc,,,,, -   , 3.43 , 0.22 ,,, 3.66 , 609 , 13 ,,, 622 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,3.433,0.223,0,0,3.656, 609 , 13 , -   , -   , 622 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,LA,13478,Entergy New Orleans Inc,,,,, -   , 4.01 , 0.65 ,,, 4.65 , 936 , 16 ,,, 952 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,4.008,0.646,0,0,4.654, 936 , 16 , -   , -   , 952 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,LA,17698,Southwestern Electric Power Co, -   , -   , -   , -   , -   , 1.57 , 0.20 , -   , -   , 1.76 , 332 , 10 , -   , -   , 342 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,1.567,0.195,0,0,1.762, 332 , 10 , -   , -   , 342 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,LA,55936,Entergy Gulf States - LA LLC,,,,, -   , 1.54 , 0.02 ,,, 1.56 , 240 , 3 ,,, 243 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,1.544,0.015,0,0,1.559, 240 , 3 , -   , -   , 243 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MA,6374,Fitchburg Gas & Elec Light Co, 5.84 , 42.23 , -   ,, 48.07 , 0.42 , 0.56 , 0.30 ,, 1.28 , 88 , 10 , 2 ,, 100 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,0,,,,0,0.002,,,,0.002, 2 ,,,, 2 ,5.839,42.232,0,0,48.071,0.418,0.557,0.302,0,1.277, 90 , 10 , 2 , -   , 102 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MA,11804,Massachusetts Electric Co,,,,, -   , 8.09 , 41.14 ,,, 49.23 ," 1,647 ", 475 ,,," 2,122 ",,,,, -   , 0 , 11 ,,, 11 , 26 , 17 ,,, 43 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.401,0.857,,,1.258, 59 , 11 ,,, 70 ,0,0,0,0,0,8.628,53.093,0,0,61.721," 1,732 ", 503 , -   , -   ," 2,235 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MA,13206,Nantucket Electric Co,,,,, -   , 0.02 , 0.01 ,,, 0.03 , 5 , 1 ,,, 6 ,,,,, -   , 0 , 0 ,,, 0 , 1 , 2 ,,, 3 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.018,0.36,0,0,0.378, 6 , 3 , -   , -   , 9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MA,20455,Western Massachusetts Elec Co,,,,, -   , 2.87 , 8.63 , 0.61 ,, 12.10 , 591 , 85 , 4 ,, 680 ,,,,, -   , 0 , 0 , 1 ,, 1 , 4 , 1 , 1 ,, 6 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0.002,0.372,,,0.374, 1 , 3 ,,, 4 ,0,0,0,0,0,2.878,9.006,1.207,0,13.091, 596 , 89 , 5 , -   , 690 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MD,1167,Baltimore Gas & Electric Co,,,,, -   , 8.07 , 14.57 ,,, 22.64 ," 1,780 ", 159 ,,," 1,939 ",,,,, -   , 0 , 0 ,,, 0 , 18 , 4 ,,, 22 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,8.083,14.619,0,0,22.702," 1,798 ", 163 , -   , -   ," 1,961 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MD,5027,Delmarva Power, -   , -   , -   , -   , -   , 1.42 , 2.63 , 1.00 , -   , 5.05 , 205 , 32 , 1 , -   , 238 , -   , -   , -   , -   , -   , 0 , 0 , -   , -   , 0 , 13 , 5 , -   , -   , 18 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,1.469,2.705,1,0,5.174, 218 , 37 , 1 , -   , 256 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MD,15263,The Potomac Edison Company, -   , -   ,,, -   , 1.93 , 4.25 ,,, 6.18 , 292 , 37 ,,, 329 , -   , -   ,,, -   , 0 , 0 ,,, 0 , 28 , 6 ,,, 34 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,2.02,4.276,0,0,6.296, 320 , 43 , -   , -   , 363 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MD,15270,Potomac Electric Power Co,,,,, -   , 4.47 , 7.94 ,,, 12.41 , 885 , 63 ,,, 948 ,,,,, -   ,, 0 ,,, 0 ,, 1 ,,, 1 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,4.468,7.943,0,0,12.411, 885 , 64 , -   , -   , 949 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,ME,3266,Central Maine Power Co, 159.78 , 50.83 , -   , -   , 210.61 , 2.23 , 1.09 , -   , -   , 3.32 , 562 , 84 , -   , -   , 646 , 0 , 1 , -   , -   , 1 , 0 , 0 , -   , -   , 1 , 186 , 32 , -   , -   , 218 ,,,,,0.00,,,,,0.00,,,,, -   ,0.972,12.067,0,0,13.039,0.16,0.166,0,0,0.326, 6 , 5 , -   , -   , 11 ,161.226,63.405,0,0,224.631,2.881,1.474,0,0,4.355, 754 , 121 , -   , -   , 875 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MI,392,Alpena Power Co,,,,, -   ,, 0.01 ,,, 0.01 , -   , 1 ,,, 1 ,,,,, -   , 0 ,,,, 0 , 18 ,,,, 18 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.219,0.01,0,0,0.229, 18 , 1 , -   , -   , 19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MI,3828,Cloverland Electric Co-op,,,,, -   , 0.01 , 0.01 ,,, 0.02 , 4 , 2 ,,, 6 ,,,,, -   , 0 , 0 ,,, 0 , 15 , 5 ,,, 20 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.059,0.028,0,0,0.087, 19 , 7 , -   , -   , 26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MI,4254,Consumers Energy Co,,,,, -   , 0.33 , 0.40 ,,, 0.73 , 86 , 11 ,,, 97 ,,,,, -   , 0 , 0 ,,, 0 , 77 , 13 ,,, 90 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.636,0.448,0,0,1.084, 163 , 24 , -   , -   , 187 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MI,5109,Detroit Edison Co, -   , -   , -   , -   , -   , 3.63 , 2.83 , 0.08 , -   , 6.54 , 546 , 154 , 6 , -   , 706 , -   , -   , -   , -   , -   , 0 , 0 , 0 , -   , 1 , 31 , 25 , 1 , -   , 57 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,3.787,3.17,0.09,0,7.047, 577 , 179 , 7 , -   , 763 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MI,9324,Indiana Michigan Power Co,,,,, -   , 0.04 , 0.01 ,,, 0.05 , 10 , 2 ,,, 12 ,,,,, -   , 0 , 0 ,,, 0 , 10 , 4 ,,, 14 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.073,0.026,0,0,0.099, 20 , 6 , -   , -   , 26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MI,19578,Upper Peninsula Power Co,,,,, -   , 0.06 , 0.01 ,,, 0.07 , 23 , 1 ,,, 24 ,,,,, -   , 0 , 0 ,,, 0 , 20 , 1 ,,, 21 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,0.118,0.012,0,0,0.13, 43 , 2 , -   , -   , 45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MI,20847,Wisconsin Electric Power Co,,,,, -   , 0.01 , 0.01 , -   , -   , 0.01 , 3 , 2 , -   , -   , 5 ,,,,, -   , 0 , 0 , -   , -   , 0 , 5 , 2 , -   , -   , 7 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,0,0.005,0,0,0.005, -   , 2 , -   , -   , 2 ,0,0,0,0,0,0.038,0.037,0,0,0.075, 8 , 6 , -   , -   , 14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MI,20860,Wisconsin Public Service Corp, -   , -   , -   , -   , -   , 0.01 , -   , -   , -   , 0.01 , 3 , -   , -   , -   , 3 , -   , -   , -   , -   , -   , 0 , -   , -   , -   , 0 , 2 , -   , -   , -   , 2 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0,0,0,0, -   , -   , -   , -   , -   ,0,0,0,0,0,0.013,0,0,0,0.013, 5 , -   , -   , -   , 5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MN,5574,East Central Energy, 4.12 , -   , -   , -   , 4.12 , 0.10 , -   , -   , -   , 0.10 , 16 , -   , -   , -   , 16 , 0 , 1 , -   , -   , 1 , 0 , 0 , -   , -   , 0 , 8 , 3 , -   , -   , 11 ,,,,,0.00,,,,,0.00,,,,, -   ,0,72.983,0,0,72.983,0,0.15,0,0,0.15, -   , 1 , -   , -   , 1 ,4.178,73.517,0,0,77.695,0.183,0.2,0,0,0.383, 24 , 4 , -   , -   , 28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MN,9417,Interstate Power and Light Co,,,,, -   , 0.02 , 0.00 ,,, 0.02 , 4 , 1 ,,, 5 , 16 , 10 ,,, 26 , 1 , 0 , 0 ,, 1 , 18 , 5 , 1 ,, 24 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,15.606,10.112,0,0,25.718,0.618,0.14,0.02,0,0.778, 22 , 6 , 1 , -   , 29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MN,12647,Minnesota Power Inc, 1.00 , 1.00 ,,, 2.00 , 0.09 , 0.10 ,,, 0.19 , 47 , 20 ,,, 67 , 1 , 1 ,,, 2 , 0 , 0 ,,, 0 , 9 , 5 ,,, 14 ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,2,2,0,0,4,0.116,0.134,0,0,0.25, 56 , 25 , -   , -   , 81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MN,13781,Northern States Power Co - Minnesota,,,,, -   , 1.57 , 2.22 , 0.44 ,, 4.23 , 309 , 106 , 15 ,, 430 ,,,,, -   ,,,,, -   ,,,,, -   ,,,,,0.00,,,,,0.00,,,,, -   ,,,,,0,,,,,0,,,,, -   ,0,0,0,0,0,1.574,2.219,0.44,0,4.233, 309 , 106 , 15 , -   , 430 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,7,MN,14232,Otter Tail Power Co, -   , -   , -   , -   , -   , 0.00 , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , 2 , -   , -   , 3 , 0 , 0 , -   , -   , 0 , 3 , 8 , -   , -   , 11 ,,,,,0.00,,,,,0.00,,,,, -   ,0,0,0,0,0,0,0.035,0,0,0.035, -   , 1 , -   , -   , 1 ,1.02,2.23,0,0,3.25,0.084,0.26,0,0,0.344, 4 , 9 , -   , -   , 13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
