Utility Level Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2015,7,WI,20847,Wisconsin Electric Power Co,Final,2.191,1.839,0.010,0.000,4.040,404,149,1,0,554,0.000,0.000,0.000,0.000,0.000,0.443,0.977,0.000,0.000,1.420,29,37,0,0,66,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.025,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000,2.634,2.841,0.010,0.000,5.485,433,189,1,0,623,0.000,0.000,0.000,0.000,0.000
2015,7,WI,20856,Wisconsin Power & Light Co,Final,1.215,1.107,.,.,2.322,242,116,.,.,358,.,.,.,.,0.000,0.330,0.206,.,.,0.536,40,22,.,.,62,.,.,.,.,0.000,0.020,0.289,.,.,0.309,1,17,.,.,18,.,.,.,.,0.000,1.565,1.602,0.000,0.000,3.167,283,155,0,0,438,0.000,0.000,0.000,0.000,0.000
2015,7,WI,20860,Wisconsin Public Service Corp,Final,1.428,1.726,.,.,3.154,291,144,.,.,435,.,.,.,.,0.000,0.441,0.511,.,.,0.952,39,15,.,.,54,.,.,.,.,0.000,0.010,0.025,.,.,0.035,1,2,.,.,3,.,.,.,.,0.000,1.879,2.262,0.000,0.000,4.141,331,161,0,0,492,0.000,0.000,0.000,0.000,0.000
2015,7,WI,99999,State Adjustment,Final,3.199,0.443,NM,.,3.666,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.199,0.443,0.024,.,3.666,.,.,.,.,.,.,.,.,.,.
2015,7,WV,733,Appalachian Power Co,Final,0.286,0.300,0.005,.,0.591,64,22,1,.,87,14.799,7.024,0.494,.,22.317,0.025,0.010,.,.,0.035,6,2,.,.,8,0.042,0.000,.,.,0.042,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.311,0.310,0.005,0.000,0.626,70,24,1,0,95,14.841,7.024,0.494,0.000,22.359
2015,7,WV,12796,Monongahela Power Co,Final,0.432,0.231,.,.,0.663,99,16,.,.,115,0.000,0.000,.,.,0.000,0.034,0.001,.,.,0.035,11,1,.,.,12,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.466,0.232,0.000,0.000,0.698,110,17,0,0,127,0.000,0.000,0.000,0.000,0.000
2015,7,WV,15263,The Potomac Edison Company,Final,1.429,0.124,.,.,1.553,208,14,.,.,222,0.000,0.000,.,.,0.000,0.016,0.005,.,.,0.021,7,2,.,.,9,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.445,0.129,0.000,0.000,1.574,215,16,0,0,231,0.000,0.000,0.000,0.000,0.000
2015,7,WV,20521,Wheeling Power Co,Final,0.152,0.005,.,.,0.157,16,1,.,.,17,10.573,0.433,.,.,11.006,0.004,.,.,.,0.004,2,.,.,.,2,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.156,0.005,0.000,0.000,0.161,18,1,0,0,19,10.573,0.433,0.000,0.000,11.006
2015,7,WV,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.
2015,7,WY,3461,Cheyenne Light Fuel & Power d/b/a Black,Final,0.051,0.031,.,.,0.082,9,3,.,.,12,.,.,.,.,0.000,0.239,0.033,.,.,0.272,96,3,.,.,99,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.290,0.064,0.000,0.000,0.354,105,6,0,0,111,0.000,0.000,0.000,0.000,0.000
2015,7,WY,7222,City of Gillette - (WY),Final,0.016,0.000,0.000,0.000,0.016,2,0,0,0,2,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.000,0.000,0.000,0.016,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2015,7,WY,8566,High Plains Power Inc,Final,0.146,0.025,0.000,0.000,0.171,27,2,0,0,29,.,.,.,.,0.000,0.027,0.018,0.000,0.000,0.045,7,3,0,0,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.173,0.043,0.000,0.000,0.216,34,5,0,0,39,0.000,0.000,0.000,0.000,0.000
2015,7,WY,11273,Lower Valley Energy Inc,Final,0.190,0.097,0.213,.,0.500,50,12,7,.,69,.,.,.,.,0.000,.,0.025,.,.,0.025,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.190,0.122,0.213,0.000,0.525,50,14,7,0,71,0.000,0.000,0.000,0.000,0.000
2015,7,WY,14354,PacifiCorp,Final,0.327,0.322,0.000,0.000,0.649,93,33,0,0,126,.,.,.,.,0.000,0.177,0.101,0.000,0.000,0.278,51,14,0,0,65,.,.,.,.,0.000,0.031,0.021,0.000,0.000,0.052,7,3,0,0,10,.,.,.,.,0.000,0.535,0.444,0.000,0.000,0.979,151,50,0,0,201,0.000,0.000,0.000,0.000,0.000
2015,7,WY,19156,Powder River Energy Corp,Final,0.085,0.062,.,.,0.147,15,3,.,.,18,7.534,3.835,.,.,11.369,0.028,0.010,.,.,0.038,9,1,.,.,10,0.557,0.028,.,.,0.585,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.113,0.072,0.000,0.000,0.185,24,4,0,0,28,8.091,3.863,0.000,0.000,11.954
2015,7,WY,27058,"High West Energy, Inc",Final,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.124,.,0.004,.,0.128,62,.,1,.,63,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.124,0.000,0.004,0.000,0.128,62,0,1,0,63,0.000,0.000,0.000,0.000,0.000
2015,7,WY,99999,State Adjustment,Final,NM,0.074,.,.,0.392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.318,0.074,.,.,0.392,.,.,.,.,.,.,.,.,.,.
2015,8,AK,219,Alaska Power and Telephone Co,Final,0.012,0.011,.,.,0.023,3,1,.,.,4,0.039,0.320,.,.,0.359,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.012,0.011,0.000,0.000,0.023,3,1,0,0,4,0.039,0.320,0.000,0.000,0.359
2015,8,AK,599,Anchorage Municipal Light and Power,Final,0.025,0.041,.,.,0.066,9,4,.,.,13,1.484,2.145,.,.,3.629,.,0.002,.,.,0.002,.,1,.,.,1,.,0.022,.,.,0.022,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,0.043,0.000,0.000,0.068,9,5,0,0,14,1.484,2.167,0.000,0.000,3.651
2015,8,AK,3522,Chugach Electric Assn Inc,Final,0.053,0.030,.,.,0.083,9,3,.,.,12,.,.,.,.,0.000,.,0.010,.,.,0.010,.,4,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.053,0.040,0.000,0.000,0.093,9,7,0,0,16,0.000,0.000,0.000,0.000,0.000
2015,8,AK,7353,Golden Valley Elec Assn Inc,Final,0.275,0.103,0.019,.,0.397,62,13,3,.,78,2.268,1.305,0.000,.,3.573,0.013,0.009,.,.,0.022,4,2,.,.,6,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.288,0.112,0.019,0.000,0.419,66,15,3,0,84,2.268,1.305,0.000,0.000,3.573
2015,8,AK,11824,Matanuska Electric Assn Inc,Final,0.089,0.017,0.000,0.000,0.106,25,4,0,0,29,0.000,0.000,0.000,0.000,0.000,0.042,0.016,0.000,0.000,0.058,15,4,0,0,19,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.027,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.158,0.033,0.000,0.000,0.191,45,8,0,0,53,0.000,0.000,0.000,0.000,0.000
2015,8,AK,19558,Homer Electric Assn Inc,Final,0.124,0.032,.,.,0.156,40,7,.,.,47,8.943,0.904,.,.,9.847,0.103,0.020,.,.,0.123,28,4,.,.,32,0.526,0.219,.,.,0.745,0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,0.227,0.052,0.000,0.000,0.279,68,11,0,0,79,9.469,1.123,0.000,0.000,10.592
2015,8,AK,99999,State Adjustment,Final,0.038,.,.,.,0.038,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.038,.,.,.,0.038,.,.,.,.,.,.,.,.,.,.
2015,8,AL,195,Alabama Power Co,Final,0.265,0.205,0.040,.,0.510,60,16,1,.,77,9.921,13.893,0.000,.,23.814,.,0.002,.,.,0.002,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.265,0.207,0.040,0.000,0.512,60,17,1,0,78,9.921,13.893,0.000,0.000,23.814
2015,8,AL,99999,State Adjustment,Final,0.076,.,.,.,0.076,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.076,.,.,.,0.076,.,.,.,.,.,.,.,.,.,.
2015,8,AR,814,Entergy Arkansas Inc,Final,0.534,0.190,.,.,0.724,115,16,.,.,131,.,.,.,.,0.000,0.002,0.058,.,.,0.060,1,4,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.536,0.248,0.000,0.000,0.784,116,20,0,0,136,0.000,0.000,0.000,0.000,0.000
2015,8,AR,817,Arkansas Valley Elec Coop Corp,Final,0.101,0.017,.,.,0.118,21,1,.,.,22,0.487,0.000,.,.,0.487,0.006,.,.,.,0.006,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.107,0.017,0.000,0.000,0.124,22,1,0,0,23,0.487,0.000,0.000,0.000,0.487
2015,8,AR,3093,Carroll Electric Coop Corp - (AR),Final,0.402,.,.,.,0.402,80,.,.,.,80,.,.,.,.,0.000,0.015,.,.,.,0.015,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.417,0.000,0.000,0.000,0.417,82,0,0,0,82,0.000,0.000,0.000,0.000,0.000
2015,8,AR,5860,Empire District Electric Co,Final,0.012,.,.,.,0.012,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.012,0.000,0.000,0.000,0.012,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2015,8,AR,6342,First Electric Coop Corp,Final,0.177,.,.,.,0.177,36,.,.,.,36,0.000,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.187,0.000,0.000,0.000,0.187,37,0,0,0,37,0.000,0.000,0.000,0.000,0.000
2015,8,AR,13718,City of North Little Rock - (AR),Final,0.050,1.200,.,.,1.250,3,5,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,1.200,0.000,0.000,1.250,3,5,0,0,8,0.000,0.000,0.000,0.000,0.000
2015,8,AR,14063,Oklahoma Gas & Electric Co,Final,0.064,0.001,0.000,0.000,0.065,12,3,0,0,15,.,.,.,.,0.000,0.004,0.030,0.000,0.000,0.034,1,1,0,0,2,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,0.068,0.031,0.000,0.000,0.099,13,4,0,0,17,0.000,0.000,0.000,0.000,0.000
2015,8,AR,17698,Southwestern Electric Power Co,Final,0.058,0.412,0.000,0.000,0.470,17,12,0,0,29,2.577,6.353,0.000,0.000,8.930,0.000,0.005,0.000,0.000,0.005,0,2,0,0,2,0.000,0.041,0.000,0.000,0.041,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.058,0.417,0.000,0.000,0.475,17,14,0,0,31,2.577,6.394,0.000,0.000,8.971
2015,8,AR,99999,State Adjustment,Final,0.724,0.039,.,.,0.763,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.724,0.039,.,.,0.763,.,.,.,.,.,.,.,.,.,.
2015,8,AZ,176,Ajo Improvement Co,Final,.,0.033,.,.,0.033,.,3,.,.,3,.,0.719,.,.,0.719,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3,0.000,0.719,0.000,0.000,0.719
2015,8,AZ,803,Arizona Public Service Co,Final,209.100,201.820,0.000,.,410.920,"34,978","1,151",0,.,"36,129",.,.,.,.,0.000,0.050,0.110,.,.,0.160,25,11,.,.,36,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,209.150,201.930,0.000,0.000,411.080,"35,003","1,162",0,0,"36,165",0.000,0.000,0.000,0.000,0.000
2015,8,AZ,12919,Morenci Water and Electric,Final,.,0.033,.,.,0.033,.,3,.,.,3,.,0.693,.,.,0.693,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3,0.000,0.693,0.000,0.000,0.693
2015,8,AZ,16572,Salt River Project,Final,96.344,17.433,2.999,0.000,116.776,"14,644",314,52,0,"15,010",.,"1,432.000",47.600,.,"1,479.600",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,96.344,17.433,2.999,0.000,116.776,"14,644",314,52,0,"15,010",0.000,"1,432.000",47.600,0.000,"1,479.600"
2015,8,AZ,19189,Trico Electric Cooperative Inc,Final,8.230,5.706,.,.,13.936,"1,234",18,.,.,"1,252",526.544,18.743,.,.,545.287,0.002,.,.,.,0.002,1,.,.,.,1,0.011,.,.,.,0.011,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.232,5.706,0.000,0.000,13.938,"1,235",18,0,0,"1,253",526.555,18.743,0.000,0.000,545.298
2015,8,AZ,19728,"UNS Electric, Inc",Final,12.025,3.784,0.620,.,16.429,"1,460",86,12,.,"1,558",781.608,188.581,37.949,.,"1,008.138",0.285,0.006,.,.,0.291,95,3,.,.,98,13.056,0.040,.,.,13.096,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,12.310,3.790,0.620,0.000,16.720,"1,555",89,12,0,"1,656",794.664,188.621,37.949,0.000,"1,021.234"
2015,8,AZ,21538,"Mohave Electric Cooperative, I",Final,2.941,1.560,.,.,4.501,419,65,.,.,484,183.138,27.206,.,.,210.344,0.055,.,.,.,0.055,25,.,.,.,25,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.996,1.560,0.000,0.000,4.556,444,65,0,0,509,183.138,27.206,0.000,0.000,210.344
2015,8,AZ,24211,Tucson Electric Power Co,Final,57.786,1.634,70.785,.,130.205,"8,407",68,285,.,"8,760","3,233.703",45.970,"1,348.295",.,"4,627.968",0.000,0.000,0.024,.,0.024,0,0,1,.,1,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0.000,0,0,0,.,0,0.000,0.000,0.000,.,0.000,57.786,1.634,70.809,0.000,130.229,"8,407",68,286,0,"8,761","3,233.703",45.970,"1,348.295",0.000,"4,627.968"
2015,8,AZ,99999,State Adjustment,Final,12.406,4.356,.,.,16.762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.406,4.356,.,.,16.762,.,.,.,.,.,.,.,.,.,.
2015,8,CA,9216,Imperial Irrigation District,Final,10.199,19.365,.,.,29.564,"1,903",134,.,.,"2,037",.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,2.130,.,.,2.130,.,5,.,.,5,.,.,.,.,0.000,10.201,21.495,0.000,0.000,31.696,"1,904",139,0,0,"2,043",0.000,0.000,0.000,0.000,0.000
2015,8,CA,11208,Los Angeles Department of Water & Power,Final,81.330,58.860,.,.,140.190,"16,767",713,.,.,"17,480","5,491.396","1,827.964",.,.,"7,319.360",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,81.330,58.860,0.000,0.000,140.190,"16,767",713,0,0,"17,480","5,491.396","1,827.964",0.000,0.000,"7,319.360"
2015,8,CA,12745,Modesto Irrigation District,Final,11.780,6.258,6.665,.,24.703,"2,174",69,22,.,"2,265",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.780,6.258,6.665,0.000,24.703,"2,174",69,22,0,"2,265",0.000,0.000,0.000,0.000,0.000
2015,8,CA,14328,Pacific Gas & Electric Co,Final,923.095,343.159,315.012,0.000,"1,581.266","184,957","5,447","1,444",0,"191,848",.,.,.,.,0.000,0.956,0.627,5.813,0.000,7.396,148,33,37,0,218,.,.,.,.,0.000,0.780,5.284,52.845,0.000,58.909,102,33,134,0,269,.,.,.,.,0.000,924.831,349.070,373.670,0.000,"1,647.571","185,207","5,513","1,615",0,"192,335",0.000,0.000,0.000,0.000,0.000
2015,8,CA,14354,PacifiCorp,Final,1.278,1.260,0.617,0.000,3.155,168,22,8,0,198,.,.,.,.,0.000,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,.,.,.,.,0.000,0.011,0.000,0.000,0.000,0.011,2,0,0,0,2,.,.,.,.,0.000,1.290,1.265,0.617,0.000,3.172,171,24,8,0,203,0.000,0.000,0.000,0.000,0.000
2015,8,CA,14534,City of Pasadena - (CA),Final,2.751,3.423,.,.,6.174,670,42,.,.,712,238.000,36.000,.,.,274.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.751,3.423,0.000,0.000,6.174,670,42,0,0,712,238.000,36.000,0.000,0.000,274.000
2015,8,CA,16534,Sacramento Municipal Util Dist,Final,38.576,22.456,14.988,.,76.020,"9,977",277,42,.,"10,296",.,.,.,.,0.000,0.002,.,0.005,.,0.007,1,.,1,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,38.578,22.456,14.993,0.000,76.027,"9,978",277,43,0,"10,298",0.000,0.000,0.000,0.000,0.000
2015,8,CA,16609,San Diego Gas & Electric Co,Final,309.047,59.838,31.931,.,400.816,"61,693","1,179",40,.,"62,912","3,723.550","1,028.560",.,.,"4,752.110",0.122,0.017,1.000,.,1.139,37,4,1,.,42,.,.,.,.,0.000,.,2.130,.,.,2.130,.,2,.,.,2,.,.,.,.,0.000,309.169,61.985,32.931,0.000,404.085,"61,730","1,185",41,0,"62,956","3,723.550","1,028.560",0.000,0.000,"4,752.110"
2015,8,CA,17609,Southern California Edison Co,Final,688.724,196.963,168.972,0.000,"1,054.659","135,281","3,343",407,0,"139,031",0.000,0.000,0.000,0.000,0.000,2.340,1.554,2.160,0.000,6.054,273,16,6,0,295,0.000,0.000,0.000,0.000,0.000,0.793,7.218,30.303,0.000,38.314,88,27,46,0,161,0.000,0.000,0.000,0.000,0.000,691.857,205.735,201.435,0.000,"1,099.027","135,642","3,386",459,0,"139,487",0.000,0.000,0.000,0.000,0.000
2015,8,CA,17612,Bear Valley Electric Service,Final,1.027,0.000,0.000,0.000,1.027,189,0,0,0,189,0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.000,0.000,0.058,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.085,0.000,0.000,0.000,1.085,196,0,0,0,196,0.000,0.000,0.000,0.000,0.000
2015,8,CA,19281,Turlock Irrigation District,Final,7.484,0.435,17.047,.,24.966,"1,161",29,93,.,"1,283",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.484,0.435,17.047,0.000,24.966,"1,161",29,93,0,"1,283",0.000,0.000,0.000,0.000,0.000
2015,8,CA,99999,State Adjustment,Final,43.563,29.257,2.598,.,75.418,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43.563,29.257,2.598,.,75.418,.,.,.,.,.,.,.,.,.,.
2015,8,CO,3989,City of Colorado Springs - (CO),Final,1.843,4.544,0.000,0.000,6.387,402,67,0,0,469,.,.,.,.,0.000,0.002,0.006,0.000,0.000,0.008,1,1,0,0,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.845,4.550,0.000,0.000,6.395,403,68,0,0,471,0.000,0.000,0.000,0.000,0.000
2015,8,CO,6604,City of Fort Collins - (CO),Final,1.813,0.838,0.180,0.000,2.831,363,51,1,0,415,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.200,0.000,1.200,0,0,2,0,2,0.000,0.000,0.000,0.000,0.000,1.814,0.838,1.380,0.000,4.032,364,51,3,0,418,0.000,0.000,0.000,0.000,0.000
2015,8,CO,9336,Intermountain Rural Elec Assn,Final,4.545,0.056,.,.,4.601,758,4,.,.,762,.,.,.,.,0.000,0.046,.,.,.,0.046,17,.,.,.,17,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.591,0.056,0.000,0.000,4.647,775,4,0,0,779,0.000,0.000,0.000,0.000,0.000
2015,8,CO,12866,Moon Lake Electric Assn Inc,Final,0.000,0.100,0.000,0.000,0.100,0,5,0,0,5,0.000,1.636,0.000,0.000,1.636,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.100,0.000,0.000,0.100,0,5,0,0,5,0.000,1.636,0.000,0.000,1.636
2015,8,CO,15257,"Poudre Valley R  E  A, Inc",Final,1.190,0.114,0.020,0.000,1.324,185,11,1,0,197,.,.,.,0.000,0.000,0.040,.,.,.,0.040,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.230,0.114,0.020,0.000,1.364,196,11,1,0,208,0.000,0.000,0.000,0.000,0.000
2015,8,CO,15466,Public Service Co of Colorado,Final,130.922,108.696,0.624,0.000,240.242,"23,662","2,125",11,0,"25,798",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,130.922,108.696,0.624,0.000,240.242,"23,662","2,125",11,0,"25,798",0.000,0.000,0.000,0.000,0.000
2015,8,CO,16603,"San Luis Valley R E C, Inc",Final,0.212,0.082,0.030,0.000,0.324,54,9,2,0,65,.,.,.,.,0.000,0.003,.,.,.,0.003,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.215,0.082,0.030,0.000,0.327,56,9,2,0,67,0.000,0.000,0.000,0.000,0.000
2015,8,CO,19499,"United Power, Inc",Final,4.810,0.189,0.021,0.000,5.020,780,9,1,0,790,.,.,.,.,0.000,0.022,0.012,0.000,0.000,0.034,8,2,0,0,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.832,0.201,0.021,0.000,5.054,788,11,1,0,800,0.000,0.000,0.000,0.000,0.000
2015,8,CO,27058,"High West Energy, Inc",Final,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2015,8,CO,56146,Black Hills/Colorado Elec.Util,Final,3.671,5.911,0.100,.,9.682,616,183,1,.,800,.,.,.,.,0.000,.,.,1.800,.,1.800,.,.,1,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.671,5.911,1.900,0.000,11.482,616,183,2,0,801,0.000,0.000,0.000,0.000,0.000
2015,8,CO,99999,State Adjustment,Final,16.417,2.478,0.565,.,19.460,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.417,2.478,0.565,.,19.460,.,.,.,.,.,.,.,.,.,.
2015,8,CT,4176,Connecticut Light & Power Co,Final,65.765,51.840,5.637,0.000,123.242,"9,737",674,18,0,"10,429",0.000,0.000,0.000,0.000,0.000,0.089,0.035,0.000,0.000,0.124,18,6,0,0,24,0.000,0.000,0.000,0.000,0.000,0.117,14.564,3.600,0.000,18.281,14,36,6,0,56,0.000,0.000,0.000,0.000,0.000,65.971,66.439,9.237,0.000,141.647,"9,769",716,24,0,"10,509",0.000,0.000,0.000,0.000,0.000
2015,8,CT,7716,Groton Dept of Utilities - (CT),Final,0.014,.,.,.,0.014,3,.,.,.,3,0.728,.,.,.,0.728,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,0.000,0.000,0.000,0.014,3,0,0,0,3,0.728,0.000,0.000,0.000,0.728
2015,8,CT,19497,United Illuminating Co,Final,10.067,12.888,1.412,.,24.367,"1,628",112,11,.,"1,751",700.732,580.494,72.720,.,"1,353.946",.,.,0.100,.,0.100,.,.,1,.,1,.,.,0.880,.,0.880,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.067,12.888,1.512,0.000,24.467,"1,628",112,12,0,"1,752",700.732,580.494,73.600,0.000,"1,354.826"
