Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2017,6,PA,14711,Pennsylvania Electric Co,Final,AC,3.244,2.274,0.000,0.000,5.518,417,59,0,0,476,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.036,0.000,0.000,0.000,0.036,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.164,0.059,0.000,0.000,0.223,35,11,0,0,46,0.000,0.000,0.000,0.000,0.000,0.000,1.167,2.610,0.000,3.777,0,7,2,0,9,0.000,0.000,0.000,0.000,0.000,3.444,3.500,2.610,0.000,9.554,453,77,2,0,532,0.000,0.000,0.000,0.000,0.000
2017,6,PA,14715,PPL Electric Utilities Corp,Final,AC,36.289,54.948,12.077,.,103.314,"4,742",553,47,.,"5,342",.,.,.,.,0.000,.,.,.,.,0,0.569,9.689,.,.,10.258,31,97,.,.,128,.,.,.,.,0.000,0.288,0.123,.,.,0.411,91,17,.,.,108,.,.,.,.,0.000,0.143,26.126,1.000,.,27.269,8,29,1,.,38,.,.,.,.,0.000,37.289,90.886,13.077,0.000,141.252,"4,872",696,48,0,"5,616",0.000,0.000,0.000,0.000,0.000
2017,6,PA,14716,Pennsylvania Power Co,Final,AC,0.581,1.006,0.030,0.000,1.617,66,17,1,0,84,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.037,0.000,0.000,0.037,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.006,0.082,0.000,0.000,0.088,2,5,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,1.250,0.000,0.000,1.250,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000,0.587,2.375,0.030,0.000,2.992,68,26,1,0,95,0.000,0.000,0.000,0.000,0.000
2017,6,PA,14940,PECO Energy Co,Final,AC,41.207,17.843,20.584,0.000,79.634,"5,803",257,31,0,"6,091",.,.,.,.,0.000,.,.,.,.,0,0.437,1.142,.,.,1.579,26,26,.,.,52,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,41.644,18.985,20.584,0.000,81.213,"5,829",283,31,0,"6,143",0.000,0.000,0.000,0.000,0.000
2017,6,PA,15045,Pike County Light & Power Co,Final,AC,0.030,0.020,0.000,0.000,0.050,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.030,0.020,NM,0.000,0.050,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000
2017,6,PA,19390,"UGI Utilities, Inc",Final,AC,0.449,0.383,0.160,0.000,0.992,70,10,3,0,83,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.261,0.000,0.000,0.261,0,2,0,0,2,34.007,43.684,0.080,0.000,77.771,0.019,0.000,0.000,0.000,0.019,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.468,0.644,0.160,0.000,1.272,76,12,3,0,91,34.007,43.684,0.080,0.000,77.771
2017,6,PA,20334,Wellsborough Electric Co,Final,AC,0.014,0.018,0.000,0.000,0.032,2,2,0,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.018,0.002,0.000,0.000,0.020,5,1,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.032,0.020,NM,0.000,0.052,7,3,0,0,10,0.000,0.000,0.000,0.000,0.000
2017,6,PA,20387,West Penn Power Company,Final,AC,4.991,1.719,0.858,.,7.568,567,33,4,.,604,.,.,.,.,0.000,.,.,.,.,0,0.075,.,.,.,0.075,3,.,.,.,3,0.000,0.000,0.000,.,0.000,0.081,0.017,0.003,.,0.101,29,8,1,.,38,.,0.000,0.000,.,0.000,.,0.005,.,.,0.005,.,1,.,.,1,.,0.000,.,.,0.000,5.147,1.741,0.861,0.000,7.749,599,42,5,0,646,0.000,0.000,0.000,0.000,0.000
2017,6,PA,99999,State Adjustment,Final,AC,3.249,1.643,.,.,4.892,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.249,1.643,.,.,4.892,.,.,.,.,.,.,.,.,.,.
2017,6,RI,1857,Block Island Power Co,Final,AC,0.300,0.022,.,.,0.322,27,3,.,.,30,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.027,0.000,.,.,0.027,2,0,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.327,0.022,NM,0.000,0.349,29,3,0,0,32,0.000,0.000,0.000,0.000,0.000
2017,6,RI,13214,The Narragansett Electric Co,Final,AC,9.520,9.299,.,.,18.819,"1,687",221,.,.,"1,908",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,9.140,.,.,9.165,8,16,.,.,24,.,.,.,.,0.000,0.002,0.255,.,.,0.257,2,2,.,.,4,.,.,.,.,0.000,9.547,18.694,NM,0.000,28.241,"1,697",239,0,0,"1,936",0.000,0.000,0.000,0.000,0.000
2017,6,RI,99999,State Adjustment,Final,AC,0.013,.,.,.,0.013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.013,.,.,.,0.013,.,.,.,.,.,.,.,.,.,.
2017,6,SC,1613,Berkeley Electric Coop Inc,Final,AC,1.625,.,.,.,1.625,268,.,.,.,268,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.625,NM,NM,0.000,1.625,268,0,0,0,268,0.000,0.000,0.000,0.000,0.000
2017,6,SC,3046,Duke Energy Progress - (NC),Final,AC,1.597,3.520,.,.,5.117,214,19,.,.,233,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.597,3.520,NM,0.000,5.117,214,19,0,0,233,0.000,0.000,0.000,0.000,0.000
2017,6,SC,5416,"Duke Energy Carolinas, LLC",Final,AC,22.487,4.305,5.640,.,32.432,"2,812",92,15,.,"2,919",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"1,312.700",61.167,79.093,.,"1,452.960",.,0.001,.,.,0.001,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,22.487,4.306,5.640,0.000,32.433,"2,812",93,15,0,"2,920","1,312.700",61.167,79.093,0.000,"1,452.960"
2017,6,SC,14398,Palmetto Electric Coop Inc,Final,DC,0.280,0.027,0.000,0.000,0.307,40,2,0,0,42,.,.,.,.,0.000,.,.,.,.,0,0.240,.,.,.,0.240,89,.,.,.,89,0.338,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.520,0.027,NM,0.000,0.547,129,2,0,0,131,0.338,0.000,0.000,0.000,0.338
2017,6,SC,17539,South Carolina Electric&Gas Company,Final,AC,33.949,3.516,.,.,37.465,"4,777",47,.,.,"4,824",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"2,458.000",78.000,.,.,"2,536.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,33.949,3.516,NM,0.000,37.465,"4,777",47,0,0,"4,824","2,458.000",78.000,0.000,0.000,"2,536.000"
2017,6,SC,17543,South Carolina Public Service Authority,Final,AC,0.451,.,.,.,0.451,77,.,.,.,77,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,26.229,.,.,.,26.229,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.451,NM,NM,0.000,0.451,77,0,0,0,77,26.229,0.000,0.000,0.000,26.229
2017,6,SC,99999,State Adjustment,Final,AC,3.778,0.877,.,.,4.655,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.778,0.877,.,.,4.655,.,.,.,.,.,.,.,.,.,.
2017,6,SD,1769,"Black Hills Electric Coop, Inc",Final,AC,0.075,0.000,0.000,0.000,0.075,12,0,0,0,12,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,4.065,0.000,0.000,0.000,4.065,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.053,0.000,0.000,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.077,NM,NM,0.000,0.077,13,0,0,0,13,4.118,0.000,0.000,0.000,4.118
2017,6,SD,14232,Otter Tail Power Co,Final,AC,0.000,0.020,0.000,0.000,0.020,0,2,0,0,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,3.511,0.000,0.000,3.511,0.003,0.112,0.000,0.000,0.115,1,2,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.003,0.132,NM,0.000,0.135,1,4,0,0,5,0.000,3.511,0.000,0.000,3.511
2017,6,SD,17267,Sioux Valley SW Elec Coop,Final,DC,0.065,0.002,.,.,0.067,10,3,.,.,13,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,4.212,0.000,.,.,4.212,0.033,0.002,.,.,0.035,5,2,.,.,7,0.937,0.000,.,.,0.937,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.098,0.004,NM,0.000,0.102,15,5,0,0,20,5.149,0.000,0.000,0.000,5.149
2017,6,SD,19293,Southeastern Electric Coop Inc - (SD),Final,AC,0.026,0.020,.,.,0.046,2,2,.,.,4,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,1.896,0.887,.,.,2.783,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.026,0.020,NM,0.000,0.046,2,2,0,0,4,1.896,0.887,0.000,0.000,2.783
2017,6,SD,20401,West River Electric Assn Inc,Final,DC,0.064,0.150,.,.,0.214,9,1,.,.,10,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,5.830,1.750,.,.,7.580,0.055,0.010,.,.,0.065,14,1,.,.,15,1.746,0.513,.,.,2.259,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.119,0.160,NM,0.000,0.279,23,2,0,0,25,7.576,2.263,0.000,0.000,9.839
2017,6,SD,99999,State Adjustment,Final,AC,.,.,NM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NM,.,.,.,.,.,.,.,.,.,.,.,.
2017,6,TN,10331,Kingsport Power Co,Final,AC,0.082,0.342,.,.,0.424,10,8,.,.,18,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,5.651,10.800,.,.,16.451,0.004,.,.,.,0.004,1,.,.,.,1,0.023,.,.,.,0.023,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.086,0.342,NM,0.000,0.428,11,8,0,0,19,5.674,10.800,0.000,0.000,16.474
2017,6,TN,99999,State Adjustment,Final,AC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,6,TX,5701,El Paso Electric Co,Final,AC,12.853,2.661,0.000,0.000,15.514,"2,810",70,0,0,"2,880",0.015,0.008,0.000,0.000,0.023,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,175.546,22.767,0.000,0.000,198.313,0.008,0.047,0.000,0.000,0.055,2,4,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,12.861,2.708,NM,0.000,15.569,"2,812",74,0,0,"2,886",175.546,22.767,0.000,0.000,198.313
2017,6,TX,16604,City of San Antonio - (TX),Final,DC,64.703,16.787,.,.,81.490,"8,943",420,.,.,"9,363",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,407.467,.,.,.,407.467,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,64.703,16.787,NM,0.000,81.490,"8,943",420,0,0,"9,363",407.467,0.000,0.000,0.000,407.467
2017,6,TX,17698,Southwestern Electric Power Co,Final,AC,0.213,0.376,0.000,0.000,0.589,29,19,0,0,48,0.052,0.000,0.000,0.000,0.052,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,12.312,8.080,0.000,0.000,20.392,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,0.252,0.000,0.000,0.000,0.252,0.000,0.060,0.000,0.000,0.060,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.223,0.436,NM,0.000,0.659,30,20,0,0,50,12.564,8.080,0.000,0.000,20.644
2017,6,TX,44372,Oncor Electric Delivery Company LLC,Final,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,NM,NM,NM,0.000,NM,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2017,6,TX,55937,Entergy Texas Inc.,Final,DC,2.363,0.586,.,.,2.949,328,25,.,.,353,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,.,.,.,0.013,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.376,0.586,NM,0.000,2.962,332,25,0,0,357,0.000,0.000,0.000,0.000,0.000
2017,6,TX,99999,State Adjustment,Final,AC,39.973,1.860,NM,.,41.833,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39.973,1.860,NM,.,41.833,.,.,.,.,.,.,.,.,.,.
2017,6,UT,2010,City of Bountiful,Final,DC,1.018,0.086,0.000,0.000,1.104,153,6,0,0,159,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.018,0.086,NM,0.000,1.104,153,6,0,0,159,0.000,0.000,0.000,0.000,0.000
2017,6,UT,11135,City of Logan - (UT),Final,AC,0.741,0.716,0.000,.,1.457,113,13,0,.,126,0.000,0.000,0.000,.,0.000,0,0,0,.,0,0.000,0.000,0.000,.,0.000,0,0,0,.,0,0.000,0.000,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.741,0.716,NM,0.000,1.457,113,13,0,0,126,0.000,0.000,0.000,0.000,0.000
2017,6,UT,12866,Moon Lake Electric Assn Inc,Final,AC,0.071,0.020,0.000,0.000,0.091,16,2,0,0,18,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,3.471,0.000,0.000,0.000,3.471,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.071,0.020,NM,0.000,0.091,16,2,0,0,18,3.471,0.000,0.000,0.000,3.471
2017,6,UT,14354,PacifiCorp,Final,DC,134.047,39.387,5.010,0.000,178.444,"21,903",764,70,0,"22,737",.,0.500,.,.,0.500,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.145,0.031,0.000,0.000,0.176,44,9,0,0,53,.,.,.,.,0.000,0.074,0.349,0.000,0.000,0.423,14,10,0,0,24,.,.,.,.,0.000,134.266,39.767,5.010,0.000,179.043,"21,961",783,70,0,"22,814",0.000,0.000,0.000,0.000,0.000
2017,6,UT,15444,Provo City Corp,Final,AC,2.116,0.089,0.000,0.000,2.205,353,5,0,0,358,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.116,0.089,NM,0.000,2.205,353,5,0,0,358,0.000,0.000,0.000,0.000,0.000
2017,6,UT,17845,City of Springville - (UT),Final,AC,0.514,.,.,.,0.514,105,.,.,.,105,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,.,.,.,0.005,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.519,NM,NM,0.000,0.519,107,0,0,0,107,0.000,0.000,0.000,0.000,0.000
2017,6,UT,17874,City of St George,Final,DC,0.972,0.946,0.000,0.000,1.918,156,20,0,0,176,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.972,0.946,NM,0.000,1.918,156,20,0,0,176,0.000,0.000,0.000,0.000,0.000
2017,6,UT,18206,Strawberry Electric Serv Dist,Final,AC,0.290,.,.,.,0.290,58,.,.,.,58,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,27.549,.,.,.,27.549,0.070,.,.,.,0.070,14,.,.,.,14,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.360,NM,NM,0.000,0.360,72,0,0,0,72,27.549,0.000,0.000,0.000,27.549
2017,6,UT,99999,State Adjustment,Final,AC,5.061,1.658,.,.,6.719,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.061,1.658,.,.,6.719,.,.,.,.,.,.,.,.,.,.
2017,6,VA,84,A & N Electric Coop,Final,AC,0.167,0.141,.,.,0.308,27,10,.,.,37,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,.,.,.,0.014,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.181,0.141,NM,0.000,0.322,33,10,0,0,43,0.000,0.000,0.000,0.000,0.000
2017,6,VA,733,Appalachian Power Co,Final,AC,3.707,2.631,0.083,0.000,6.421,647,59,1,0,707,0.369,0.015,0.000,0.000,0.384,63,3,0,0,66,0.000,0.018,0.000,0.000,0.018,0,1,0,0,1,255.218,45.101,0.000,0.000,300.319,0.074,0.037,0.000,0.000,0.111,19,5,0,0,24,1.938,1.217,0.000,0.000,3.155,0.000,1.128,.,0.000,1.128,0,1,.,0,1,0.000,0.000,0.000,0.000,0.000,3.781,3.814,0.083,0.000,7.678,666,66,1,0,733,257.156,46.318,0.000,0.000,303.474
2017,6,VA,10171,Kentucky Utilities Co,Final,DC,0.015,0.012,0.000,0.000,0.027,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.386,0.000,0.000,0.000,0.386,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.015,0.012,NM,0.000,0.027,2,1,0,0,3,0.386,0.000,0.000,0.000,0.386
2017,6,VA,17066,Shenandoah Valley Elec Coop,Final,AC,1.724,0.225,0.046,.,1.995,254,9,3,.,266,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.031,.,.,.,0.031,8,.,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.755,0.225,0.046,0.000,2.026,262,9,3,0,274,0.000,0.000,0.000,0.000,0.000
2017,6,VA,19876,Virginia Electric & Power Co,Final,AC,10.905,8.168,0.019,.,19.092,"2,137",228,1,.,"2,366",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.043,0.072,.,.,0.115,19,9,.,.,28,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.948,8.240,0.019,0.000,19.207,"2,156",237,1,0,"2,394",0.000,0.000,0.000,0.000,0.000
2017,6,VA,19882,Virginia Tech Electric Service,Final,AC,0.166,0.108,.,.,0.274,39,4,.,.,43,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.166,0.108,NM,0.000,0.274,39,4,0,0,43,0.000,0.000,0.000,0.000,0.000
2017,6,VA,40228,Rappahannock Electric Coop,Final,AC,2.354,1.188,.,.,3.542,373,25,.,.,398,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.027,.,.,.,0.027,6,.,.,.,6,.,.,.,.,0.000,.,0.839,.,.,0.839,.,1,.,.,1,.,.,.,.,0.000,2.381,2.027,NM,0.000,4.408,379,26,0,0,405,0.000,0.000,0.000,0.000,0.000
2017,6,VA,99999,State Adjustment,Final,AC,5.275,1.497,0.033,.,6.805,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.275,1.497,0.033,.,6.805,.,.,.,.,.,.,.,.,.,.
2017,6,VT,2548,City of Burlington Electric - (VT),Final,AC,0.538,0.510,0.038,0.000,1.086,123,18,1,0,142,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.072,0.638,0.000,0.000,0.710,25,43,0,0,68,51.697,97.591,0.000,0.000,149.288,0.000,0.060,0.000,0.000,0.060,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.610,1.208,0.038,0.000,1.856,148,63,1,0,212,51.697,97.591,0.000,0.000,149.288
2017,6,VT,7601,Green Mountain Power Corp,Final,AC,42.187,24.430,0.197,0.000,66.814,"4,962",357,4,0,"5,323",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.192,.,.,.,0.192,14,.,.,.,14,.,.,.,.,0.000,0.916,0.220,.,.,1.136,55,2,.,.,57,.,.,.,.,0.000,43.295,24.650,0.197,0.000,68.142,"5,031",359,4,0,"5,394",0.000,0.000,0.000,0.000,0.000
2017,6,VT,19791,"Vermont Electric Cooperative, Inc",Final,AC,4.725,4.510,.,.,9.235,735,48,.,.,783,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.191,0.087,.,.,0.278,30,6,.,.,36,.,.,.,.,0.000,0.009,0.282,.,.,0.291,1,2,.,.,3,.,.,.,.,0.000,4.925,4.879,NM,0.000,9.804,766,56,0,0,822,0.000,0.000,0.000,0.000,0.000
2017,6,VT,99999,State Adjustment,Final,AC,3.954,0.704,NM,.,5.731,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.954,0.704,NM,.,5.731,.,.,.,.,.,.,.,.,.,.
2017,6,WA,3660,PUD No 1 of Clark County - (WA),Final,AC,3.141,0.206,.,.,3.347,556,16,.,.,572,0.015,0.000,.,.,0.015,4,0,.,.,4,0.280,0.021,.,.,0.301,643,1,.,.,644,273.450,3.980,.,.,277.430,0.068,0.002,.,.,0.070,4,1,.,.,5,1.300,.,.,.,1.300,0.016,.,.,.,0.016,1,.,.,.,1,1.520,.,.,.,1.520,3.505,0.229,NM,0.000,3.734,"1,204",18,0,0,"1,222",276.270,3.980,0.000,0.000,280.250
